term,total_count,doc_count,doc_pct,action,reason
deck lawn chair,1,1,0.00,skip,"rare total<5, rare docs<3"
deficit,1,1,0.00,skip,"rare total<5, rare docs<3"
delight,1,1,0.00,skip,"rare total<5, rare docs<3"
deliziosa,1,1,0.00,skip,"rare total<5, rare docs<3"
dell'oceano,1,1,0.00,skip,"rare total<5, rare docs<3"
demand,1,1,0.00,skip,"rare total<5, rare docs<3"
dental room,1,1,0.00,skip,"rare total<5, rare docs<3"
depot,1,1,0.00,skip,"rare total<5, rare docs<3"
desk writing,1,1,0.00,skip,"rare total<5, rare docs<3"
dessert ice cream,1,1,0.00,skip,"rare total<5, rare docs<3"
destruction,1,1,0.00,skip,"rare total<5, rare docs<3"
dia,1,1,0.00,skip,"rare total<5, rare docs<3"
diamond,1,1,0.00,skip,"rare total<5, rare docs<3"
diaper,1,1,0.00,skip,"rare total<5, rare docs<3"
diego,1,1,0.00,skip,"rare total<5, rare docs<3"
difference,1,1,0.00,skip,"rare total<5, rare docs<3"
different animal,1,1,0.00,skip,"rare total<5, rare docs<3"
different cheese,1,1,0.00,skip,"rare total<5, rare docs<3"
different colored electronic device,1,1,0.00,skip,"rare total<5, rare docs<3"
different country,1,1,0.00,skip,"rare total<5, rare docs<3"
different dish,1,1,0.00,skip,"rare total<5, rare docs<3"
different food,1,1,0.00,skip,"rare total<5, rare docs<3"
different layer,1,1,0.00,skip,"rare total<5, rare docs<3"
different plant,1,1,0.00,skip,"rare total<5, rare docs<3"
different pose,1,1,0.00,skip,"rare total<5, rare docs<3"
different symbol,1,1,0.00,skip,"rare total<5, rare docs<3"
digital scale,1,1,0.00,skip,"rare total<5, rare docs<3"
digital therm,1,1,0.00,skip,"rare total<5, rare docs<3"
dill,1,1,0.00,skip,"rare total<5, rare docs<3"
dill pickle,1,1,0.00,skip,"rare total<5, rare docs<3"
diner,1,1,0.00,skip,"rare total<5, rare docs<3"
dining room,1,1,0.00,skip,"rare total<5, rare docs<3"
dining table,1,1,0.00,skip,"rare total<5, rare docs<3"
dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip dip,1,1,0.00,skip,"rare total<5, rare docs<3"
dirt lot,1,1,0.00,skip,"rare total<5, rare docs<3"
dirt parking lot,1,1,0.00,skip,"rare total<5, rare docs<3"
dirty bathroom floor,1,1,0.00,skip,"rare total<5, rare docs<3"
dirty building,1,1,0.00,skip,"rare total<5, rare docs<3"
dirty floor,1,1,0.00,skip,"rare total<5, rare docs<3"
dirty pot,1,1,0.00,skip,"rare total<5, rare docs<3"
dirty refrigerator,1,1,0.00,skip,"rare total<5, rare docs<3"
dirty sink,1,1,0.00,skip,"rare total<5, rare docs<3"
dirty toilet,1,1,0.00,skip,"rare total<5, rare docs<3"
disaster,1,1,0.00,skip,"rare total<5, rare docs<3"
discoverer,1,1,0.00,skip,"rare total<5, rare docs<3"
dishwasher,1,1,0.00,skip,"rare total<5, rare docs<3"
disney cruise,1,1,0.00,skip,"rare total<5, rare docs<3"
disney cruise disney,1,1,0.00,skip,"rare total<5, rare docs<3"
disney dream cruise,1,1,0.00,skip,"rare total<5, rare docs<3"
display area,1,1,0.00,skip,"rare total<5, rare docs<3"
diving equipment,1,1,0.00,skip,"rare total<5, rare docs<3"
diving mask,1,1,0.00,skip,"rare total<5, rare docs<3"
dji,1,1,0.00,skip,"rare total<5, rare docs<3"
dji spark drone,1,1,0.00,skip,"rare total<5, rare docs<3"
doctor,1,1,0.00,skip,"rare total<5, rare docs<3"
dodger,1,1,0.00,skip,"rare total<5, rare docs<3"
dog mascot,1,1,0.00,skip,"rare total<5, rare docs<3"
dollar bill,1,1,0.00,skip,"rare total<5, rare docs<3"
dolphin adventure,1,1,0.00,skip,"rare total<5, rare docs<3"
don t s don t s don t s don t s don t s don s,1,1,0.00,skip,"rare total<5, rare docs<3"
donald duck mascot,1,1,0.00,skip,"rare total<5, rare docs<3"
donald trump,1,1,0.00,skip,"rare total<5, rare docs<3"
donkey kong,1,1,0.00,skip,"rare total<5, rare docs<3"
door brick walkway,1,1,0.00,skip,"rare total<5, rare docs<3"
door knob,1,1,0.00,skip,"rare total<5, rare docs<3"
doormat,1,1,0.00,skip,"rare total<5, rare docs<3"
dragon boat,1,1,0.00,skip,"rare total<5, rare docs<3"
dragon fruit,1,1,0.00,skip,"rare total<5, rare docs<3"
dragon wing,1,1,0.00,skip,"rare total<5, rare docs<3"
dress dancing,1,1,0.00,skip,"rare total<5, rare docs<3"
drink plan,1,1,0.00,skip,"rare total<5, rare docs<3"
drive drive drive drive drive drive drive drive drive drive,1,1,0.00,skip,"rare total<5, rare docs<3"
driver s seat,1,1,0.00,skip,"rare total<5, rare docs<3"
driveway sign,1,1,0.00,skip,"rare total<5, rare docs<3"
drone camera,1,1,0.00,skip,"rare total<5, rare docs<3"
dty8yyu6jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
dun,1,1,0.00,skip,"rare total<5, rare docs<3"
dun machine,1,1,0.00,skip,"rare total<5, rare docs<3"
dunno,1,1,0.00,skip,"rare total<5, rare docs<3"
dwane,1,1,0.00,skip,"rare total<5, rare docs<3"
dwane johnson,1,1,0.00,skip,"rare total<5, rare docs<3"
dweutl4ijpg,1,1,0.00,skip,"rare total<5, rare docs<3"
dye,1,1,0.00,skip,"rare total<5, rare docs<3"
eaglet,1,1,0.00,skip,"rare total<5, rare docs<3"
earth gravity,1,1,0.00,skip,"rare total<5, rare docs<3"
eas,1,1,0.00,skip,"rare total<5, rare docs<3"
easter,1,1,0.00,skip,"rare total<5, rare docs<3"
easter bunny,1,1,0.00,skip,"rare total<5, rare docs<3"
easter frame,1,1,0.00,skip,"rare total<5, rare docs<3"
eating popcorn,1,1,0.00,skip,"rare total<5, rare docs<3"
eci eci,1,1,0.00,skip,"rare total<5, rare docs<3"
eclipse,1,1,0.00,skip,"rare total<5, rare docs<3"
economy,1,1,0.00,skip,"rare total<5, rare docs<3"
education,1,1,0.00,skip,"rare total<5, rare docs<3"
edz256i4jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
eff,1,1,0.00,skip,"rare total<5, rare docs<3"
efyusbk1jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
eighth anniversary,1,1,0.00,skip,"rare total<5, rare docs<3"
el nio,1,1,0.00,skip,"rare total<5, rare docs<3"
electric water heater,1,1,0.00,skip,"rare total<5, rare docs<3"
electrical meter,1,1,0.00,skip,"rare total<5, rare docs<3"
electrical power plant,1,1,0.00,skip,"rare total<5, rare docs<3"
electronic electronic,1,1,0.00,skip,"rare total<5, rare docs<3"
electronic electronic part,1,1,0.00,skip,"rare total<5, rare docs<3"
element,1,1,0.00,skip,"rare total<5, rare docs<3"
elevation,1,1,0.00,skip,"rare total<5, rare docs<3"
elevator,1,1,0.00,skip,"rare total<5, rare docs<3"
elf,1,1,0.00,skip,"rare total<5, rare docs<3"
ellison,1,1,0.00,skip,"rare total<5, rare docs<3"
emergency,1,1,0.00,skip,"rare total<5, rare docs<3"
emergency tool,1,1,0.00,skip,"rare total<5, rare docs<3"
emmy,1,1,0.00,skip,"rare total<5, rare docs<3"
emmy award statue,1,1,0.00,skip,"rare total<5, rare docs<3"
empire,1,1,0.00,skip,"rare total<5, rare docs<3"
enchila,1,1,0.00,skip,"rare total<5, rare docs<3"
enemy,1,1,0.00,skip,"rare total<5, rare docs<3"
energizer,1,1,0.00,skip,"rare total<5, rare docs<3"
entertainment,1,1,0.00,skip,"rare total<5, rare docs<3"
episode,1,1,0.00,skip,"rare total<5, rare docs<3"
escala,1,1,0.00,skip,"rare total<5, rare docs<3"
escalate,1,1,0.00,skip,"rare total<5, rare docs<3"
escape route,1,1,0.00,skip,"rare total<5, rare docs<3"
espana,1,1,0.00,skip,"rare total<5, rare docs<3"
evah,1,1,0.00,skip,"rare total<5, rare docs<3"
ewok,1,1,0.00,skip,"rare total<5, rare docs<3"
exemplary father,1,1,0.00,skip,"rare total<5, rare docs<3"
exit,1,1,0.00,skip,"rare total<5, rare docs<3"
expression,1,1,0.00,skip,"rare total<5, rare docs<3"
fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa,1,1,0.00,skip,"rare total<5, rare docs<3"
fabric,1,1,0.00,skip,"rare total<5, rare docs<3"
facebook post,1,1,0.00,skip,"rare total<5, rare docs<3"
facility,1,1,0.00,skip,"rare total<5, rare docs<3"
faka,1,1,0.00,skip,"rare total<5, rare docs<3"
faka bar que,1,1,0.00,skip,"rare total<5, rare docs<3"
fake bird head,1,1,0.00,skip,"rare total<5, rare docs<3"
fake d card,1,1,0.00,skip,"rare total<5, rare docs<3"
falia,1,1,0.00,skip,"rare total<5, rare docs<3"
falia date,1,1,0.00,skip,"rare total<5, rare docs<3"
fall,1,1,0.00,skip,"rare total<5, rare docs<3"
family member,1,1,0.00,skip,"rare total<5, rare docs<3"
fancy proposal,1,1,0.00,skip,"rare total<5, rare docs<3"
farm pig bread company,1,1,0.00,skip,"rare total<5, rare docs<3"
fart,1,1,0.00,skip,"rare total<5, rare docs<3"
fashioned typewriter,1,1,0.00,skip,"rare total<5, rare docs<3"
fast computer,1,1,0.00,skip,"rare total<5, rare docs<3"
father day event,1,1,0.00,skip,"rare total<5, rare docs<3"
fauced,1,1,0.00,skip,"rare total<5, rare docs<3"
faucet,1,1,0.00,skip,"rare total<5, rare docs<3"
favorite place,1,1,0.00,skip,"rare total<5, rare docs<3"
favorite turkey day tee,1,1,0.00,skip,"rare total<5, rare docs<3"
feather flock,1,1,0.00,skip,"rare total<5, rare docs<3"
feb,1,1,0.00,skip,"rare total<5, rare docs<3"
federal,1,1,0.00,skip,"rare total<5, rare docs<3"
federal law,1,1,0.00,skip,"rare total<5, rare docs<3"
feeling,1,1,0.00,skip,"rare total<5, rare docs<3"
ferrari,1,1,0.00,skip,"rare total<5, rare docs<3"
ferris building,1,1,0.00,skip,"rare total<5, rare docs<3"
ferro,1,1,0.00,skip,"rare total<5, rare docs<3"
ferry terminal,1,1,0.00,skip,"rare total<5, rare docs<3"
fgtp5btxjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
ficus,1,1,0.00,skip,"rare total<5, rare docs<3"
fight,1,1,0.00,skip,"rare total<5, rare docs<3"
fighter jet,1,1,0.00,skip,"rare total<5, rare docs<3"
figurin,1,1,0.00,skip,"rare total<5, rare docs<3"
figurine,1,1,0.00,skip,"rare total<5, rare docs<3"
filing,1,1,0.00,skip,"rare total<5, rare docs<3"
filing cabinet,1,1,0.00,skip,"rare total<5, rare docs<3"
fill,1,1,0.00,skip,"rare total<5, rare docs<3"
film character,1,1,0.00,skip,"rare total<5, rare docs<3"
film release,1,1,0.00,skip,"rare total<5, rare docs<3"
filter,1,1,0.00,skip,"rare total<5, rare docs<3"
final battle,1,1,0.00,skip,"rare total<5, rare docs<3"
fine,1,1,0.00,skip,"rare total<5, rare docs<3"
fire dancer,1,1,0.00,skip,"rare total<5, rare docs<3"
fire dancing class,1,1,0.00,skip,"rare total<5, rare docs<3"
fire engine,1,1,0.00,skip,"rare total<5, rare docs<3"
fire escape tower,1,1,0.00,skip,"rare total<5, rare docs<3"
fire ring,1,1,0.00,skip,"rare total<5, rare docs<3"
firefighter firefighter firefighter firefighter firefighter firefighter firefighter firefighter firefighter firefighter,1,1,0.00,skip,"rare total<5, rare docs<3"
fish bowl,1,1,0.00,skip,"rare total<5, rare docs<3"
fish dish,1,1,0.00,skip,"rare total<5, rare docs<3"
fish market,1,1,0.00,skip,"rare total<5, rare docs<3"
fish swimming,1,1,0.00,skip,"rare total<5, rare docs<3"
fishing guide,1,1,0.00,skip,"rare total<5, rare docs<3"
fishing pole,1,1,0.00,skip,"rare total<5, rare docs<3"
fjord,1,1,0.00,skip,"rare total<5, rare docs<3"
flag heart sticker,1,1,0.00,skip,"rare total<5, rare docs<3"
flag pole,1,1,0.00,skip,"rare total<5, rare docs<3"
flamingo wadi,1,1,0.00,skip,"rare total<5, rare docs<3"
flashlight,1,1,0.00,skip,"rare total<5, rare docs<3"
flat screen television,1,1,0.00,skip,"rare total<5, rare docs<3"
flat tire,1,1,0.00,skip,"rare total<5, rare docs<3"
flavor,1,1,0.00,skip,"rare total<5, rare docs<3"
fledgeling,1,1,0.00,skip,"rare total<5, rare docs<3"
flight information,1,1,0.00,skip,"rare total<5, rare docs<3"
flight plan,1,1,0.00,skip,"rare total<5, rare docs<3"
flight schedule,1,1,0.00,skip,"rare total<5, rare docs<3"
flight time,1,1,0.00,skip,"rare total<5, rare docs<3"
flint,1,1,0.00,skip,"rare total<5, rare docs<3"
flip,1,1,0.00,skip,"rare total<5, rare docs<3"
flip flop,1,1,0.00,skip,"rare total<5, rare docs<3"
fliteboard,1,1,0.00,skip,"rare total<5, rare docs<3"
fliteboardcom,1,1,0.00,skip,"rare total<5, rare docs<3"
floor drinking water,1,1,0.00,skip,"rare total<5, rare docs<3"
flop,1,1,0.00,skip,"rare total<5, rare docs<3"
floral design,1,1,0.00,skip,"rare total<5, rare docs<3"
florence,1,1,0.00,skip,"rare total<5, rare docs<3"
florida,1,1,0.00,skip,"rare total<5, rare docs<3"
flower crown,1,1,0.00,skip,"rare total<5, rare docs<3"
flower display,1,1,0.00,skip,"rare total<5, rare docs<3"
flower girl,1,1,0.00,skip,"rare total<5, rare docs<3"
flower shop,1,1,0.00,skip,"rare total<5, rare docs<3"
foam ball,1,1,0.00,skip,"rare total<5, rare docs<3"
foil,1,1,0.00,skip,"rare total<5, rare docs<3"
foiled food,1,1,0.00,skip,"rare total<5, rare docs<3"
food cooking,1,1,0.00,skip,"rare total<5, rare docs<3"
foot stool,1,1,0.00,skip,"rare total<5, rare docs<3"
football ball,1,1,0.00,skip,"rare total<5, rare docs<3"
football field,1,1,0.00,skip,"rare total<5, rare docs<3"
football player,1,1,0.00,skip,"rare total<5, rare docs<3"
football stadium,1,1,0.00,skip,"rare total<5, rare docs<3"
formal clothe,1,1,0.00,skip,"rare total<5, rare docs<3"
formal wear,1,1,0.00,skip,"rare total<5, rare docs<3"
fort,1,1,0.00,skip,"rare total<5, rare docs<3"
forum,1,1,0.00,skip,"rare total<5, rare docs<3"
fossil,1,1,0.00,skip,"rare total<5, rare docs<3"
fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr,1,1,0.00,skip,"rare total<5, rare docs<3"
fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr fr,1,1,0.00,skip,"rare total<5, rare docs<3"
fr frc,1,1,0.00,skip,"rare total<5, rare docs<3"
fran arm,1,1,0.00,skip,"rare total<5, rare docs<3"
franbermanmp4,1,1,0.00,skip,"rare total<5, rare docs<3"
franmp4,1,1,0.00,skip,"rare total<5, rare docs<3"
frannie,1,1,0.00,skip,"rare total<5, rare docs<3"
freight,1,1,0.00,skip,"rare total<5, rare docs<3"
freight train,1,1,0.00,skip,"rare total<5, rare docs<3"
fri mar 073551 gmt,1,1,0.00,skip,"rare total<5, rare docs<3"
fri mar 073747 gmt,1,1,0.00,skip,"rare total<5, rare docs<3"
fri mar 081034 gmt,1,1,0.00,skip,"rare total<5, rare docs<3"
fri mar gmt pxl 20210327 230626588mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
fri mar gmt vid 20170105 162948mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
fri mar gmt vid 20170105 163147mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
fri mar gmt vid 20200306 105210mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
fri mar gmt vid 20200321 1627512mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
fri mar gmt vid 20200702 133830mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
fried banana,1,1,0.00,skip,"rare total<5, rare docs<3"
fried egg,1,1,0.00,skip,"rare total<5, rare docs<3"
fried meat,1,1,0.00,skip,"rare total<5, rare docs<3"
friend cellar,1,1,0.00,skip,"rare total<5, rare docs<3"
frng hair,1,1,0.00,skip,"rare total<5, rare docs<3"
frothy,1,1,0.00,skip,"rare total<5, rare docs<3"
frothy frun,1,1,0.00,skip,"rare total<5, rare docs<3"
frozen food,1,1,0.00,skip,"rare total<5, rare docs<3"
frozen world frozen world frozen world frozen world frozen world frozen world frozen world frozen world frozen world,1,1,0.00,skip,"rare total<5, rare docs<3"
fruit ice cream,1,1,0.00,skip,"rare total<5, rare docs<3"
fry pan,1,1,0.00,skip,"rare total<5, rare docs<3"
fryer,1,1,0.00,skip,"rare total<5, rare docs<3"
fuck,1,1,0.00,skip,"rare total<5, rare docs<3"
fun cruise,1,1,0.00,skip,"rare total<5, rare docs<3"
funeral,1,1,0.00,skip,"rare total<5, rare docs<3"
funner,1,1,0.00,skip,"rare total<5, rare docs<3"
funniest,1,1,0.00,skip,"rare total<5, rare docs<3"
funniest tv episode,1,1,0.00,skip,"rare total<5, rare docs<3"
funny face,1,1,0.00,skip,"rare total<5, rare docs<3"
fyhre9jhjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
g d,1,1,0.00,skip,"rare total<5, rare docs<3"
g0vs23yajpg,1,1,0.00,skip,"rare total<5, rare docs<3"
g2ydcnkujpg,1,1,0.00,skip,"rare total<5, rare docs<3"
gadget,1,1,0.00,skip,"rare total<5, rare docs<3"
gale,1,1,0.00,skip,"rare total<5, rare docs<3"
galveston,1,1,0.00,skip,"rare total<5, rare docs<3"
game machine,1,1,0.00,skip,"rare total<5, rare docs<3"
gang,1,1,0.00,skip,"rare total<5, rare docs<3"
garnin,1,1,0.00,skip,"rare total<5, rare docs<3"
gas mileage,1,1,0.00,skip,"rare total<5, rare docs<3"
gateway,1,1,0.00,skip,"rare total<5, rare docs<3"
gaze,1,1,0.00,skip,"rare total<5, rare docs<3"
gesture,1,1,0.00,skip,"rare total<5, rare docs<3"
gherd,1,1,0.00,skip,"rare total<5, rare docs<3"
gherd tower,1,1,0.00,skip,"rare total<5, rare docs<3"
gi gi mascot,1,1,0.00,skip,"rare total<5, rare docs<3"
giant alien,1,1,0.00,skip,"rare total<5, rare docs<3"
giant animal,1,1,0.00,skip,"rare total<5, rare docs<3"
giant banana,1,1,0.00,skip,"rare total<5, rare docs<3"
giant bear,1,1,0.00,skip,"rare total<5, rare docs<3"
giant bear statue,1,1,0.00,skip,"rare total<5, rare docs<3"
giant building,1,1,0.00,skip,"rare total<5, rare docs<3"
giant dart dart,1,1,0.00,skip,"rare total<5, rare docs<3"
giant dragon,1,1,0.00,skip,"rare total<5, rare docs<3"
giant gun,1,1,0.00,skip,"rare total<5, rare docs<3"
giant inflatable inflatable inflatable inflatable inflatable inflatable inflatable inflatable infl,1,1,0.00,skip,"rare total<5, rare docs<3"
giant lego,1,1,0.00,skip,"rare total<5, rare docs<3"
giant mouse,1,1,0.00,skip,"rare total<5, rare docs<3"
giant panda bear,1,1,0.00,skip,"rare total<5, rare docs<3"
giant piano,1,1,0.00,skip,"rare total<5, rare docs<3"
giant robot,1,1,0.00,skip,"rare total<5, rare docs<3"
giant shark sculpture,1,1,0.00,skip,"rare total<5, rare docs<3"
giant sign,1,1,0.00,skip,"rare total<5, rare docs<3"
giant tie,1,1,0.00,skip,"rare total<5, rare docs<3"
giant toy,1,1,0.00,skip,"rare total<5, rare docs<3"
giant turtle,1,1,0.00,skip,"rare total<5, rare docs<3"
giant wheel,1,1,0.00,skip,"rare total<5, rare docs<3"
giba,1,1,0.00,skip,"rare total<5, rare docs<3"
gie,1,1,0.00,skip,"rare total<5, rare docs<3"
gifey gifey gifey gifey gifey gifey gifey gifey gifey gifey gifey gife,1,1,0.00,skip,"rare total<5, rare docs<3"
ginger ginger,1,1,0.00,skip,"rare total<5, rare docs<3"
ginger ginger house,1,1,0.00,skip,"rare total<5, rare docs<3"
girl hair,1,1,0.00,skip,"rare total<5, rare docs<3"
gjh8csqbjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
glass bea,1,1,0.00,skip,"rare total<5, rare docs<3"
glass bead,1,1,0.00,skip,"rare total<5, rare docs<3"
glass bird,1,1,0.00,skip,"rare total<5, rare docs<3"
glass box,1,1,0.00,skip,"rare total<5, rare docs<3"
glass bubble ball,1,1,0.00,skip,"rare total<5, rare docs<3"
glass container,1,1,0.00,skip,"rare total<5, rare docs<3"
glass design,1,1,0.00,skip,"rare total<5, rare docs<3"
glass dining table,1,1,0.00,skip,"rare total<5, rare docs<3"
glass facade,1,1,0.00,skip,"rare total<5, rare docs<3"
glass floor,1,1,0.00,skip,"rare total<5, rare docs<3"
glass house,1,1,0.00,skip,"rare total<5, rare docs<3"
glass item,1,1,0.00,skip,"rare total<5, rare docs<3"
glass jar,1,1,0.00,skip,"rare total<5, rare docs<3"
glass object,1,1,0.00,skip,"rare total<5, rare docs<3"
glass partition,1,1,0.00,skip,"rare total<5, rare docs<3"
glass plate,1,1,0.00,skip,"rare total<5, rare docs<3"
glass shower door,1,1,0.00,skip,"rare total<5, rare docs<3"
glass structure,1,1,0.00,skip,"rare total<5, rare docs<3"
glassware,1,1,0.00,skip,"rare total<5, rare docs<3"
glitter shoe,1,1,0.00,skip,"rare total<5, rare docs<3"
glow,1,1,0.00,skip,"rare total<5, rare docs<3"
gmt 4r0a1895jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
gmt 4r0a1955jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
gmt 4r0a4689jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
gmt 4r0a5487jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
gmt 5r2fbfeajpg,1,1,0.00,skip,"rare total<5, rare docs<3"
gmt ataqkbkfjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
gmt dweutl4ijpg,1,1,0.00,skip,"rare total<5, rare docs<3"
gmt edz256i4jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
gmt gjh8csqbjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
gmt good whale capture,1,1,0.00,skip,"rare total<5, rare docs<3"
gmt hsqoapndjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
gmt n10joavyjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
gmt qeg3vpgyjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
gmt uylchq33jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
gmt vf3sbenjjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
gmt vid 20170105 163633mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
gmt vid 20200306 111252mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
gmt vid-20181217 wa0007mp4,1,1,0.00,skip,"rare total<5, rare docs<3"
gmt wlkvtucljpg,1,1,0.00,skip,"rare total<5, rare docs<3"
gmt woviegfojpg,1,1,0.00,skip,"rare total<5, rare docs<3"
goat pen,1,1,0.00,skip,"rare total<5, rare docs<3"
god,1,1,0.00,skip,"rare total<5, rare docs<3"
gold bracelet,1,1,0.00,skip,"rare total<5, rare docs<3"
gold candle,1,1,0.00,skip,"rare total<5, rare docs<3"
gold ceiling,1,1,0.00,skip,"rare total<5, rare docs<3"
gold clock,1,1,0.00,skip,"rare total<5, rare docs<3"
gold cuff,1,1,0.00,skip,"rare total<5, rare docs<3"
gold cuff ring,1,1,0.00,skip,"rare total<5, rare docs<3"
gold decoration,1,1,0.00,skip,"rare total<5, rare docs<3"
gold design,1,1,0.00,skip,"rare total<5, rare docs<3"
gold dial,1,1,0.00,skip,"rare total<5, rare docs<3"
gold dome,1,1,0.00,skip,"rare total<5, rare docs<3"
gold door,1,1,0.00,skip,"rare total<5, rare docs<3"
gold dragon,1,1,0.00,skip,"rare total<5, rare docs<3"
gold frame,1,1,0.00,skip,"rare total<5, rare docs<3"
gold furniture,1,1,0.00,skip,"rare total<5, rare docs<3"
gold gate,1,1,0.00,skip,"rare total<5, rare docs<3"
gold heart,1,1,0.00,skip,"rare total<5, rare docs<3"
gold necklace,1,1,0.00,skip,"rare total<5, rare docs<3"
gold record,1,1,0.00,skip,"rare total<5, rare docs<3"
gold sculpture,1,1,0.00,skip,"rare total<5, rare docs<3"
gold snake,1,1,0.00,skip,"rare total<5, rare docs<3"
gold stick,1,1,0.00,skip,"rare total<5, rare docs<3"
golden church,1,1,0.00,skip,"rare total<5, rare docs<3"
golden clock tower,1,1,0.00,skip,"rare total<5, rare docs<3"
golden cross,1,1,0.00,skip,"rare total<5, rare docs<3"
golden park,1,1,0.00,skip,"rare total<5, rare docs<3"
goldfinch,1,1,0.00,skip,"rare total<5, rare docs<3"
golf course,1,1,0.00,skip,"rare total<5, rare docs<3"
golf player,1,1,0.00,skip,"rare total<5, rare docs<3"
golf player golf club,1,1,0.00,skip,"rare total<5, rare docs<3"
gondola,1,1,0.00,skip,"rare total<5, rare docs<3"
gondola ride,1,1,0.00,skip,"rare total<5, rare docs<3"
gondoy,1,1,0.00,skip,"rare total<5, rare docs<3"
gonne,1,1,0.00,skip,"rare total<5, rare docs<3"
good,1,1,0.00,skip,"rare total<5, rare docs<3"
good blessed year,1,1,0.00,skip,"rare total<5, rare docs<3"
good care,1,1,0.00,skip,"rare total<5, rare docs<3"
good morning,1,1,0.00,skip,"rare total<5, rare docs<3"
good morning kauai,1,1,0.00,skip,"rare total<5, rare docs<3"
good morning mauna kea,1,1,0.00,skip,"rare total<5, rare docs<3"
good morning mexico,1,1,0.00,skip,"rare total<5, rare docs<3"
good place,1,1,0.00,skip,"rare total<5, rare docs<3"
good theater evah,1,1,0.00,skip,"rare total<5, rare docs<3"
good way,1,1,0.00,skip,"rare total<5, rare docs<3"
good wife,1,1,0.00,skip,"rare total<5, rare docs<3"
goodbye,1,1,0.00,skip,"rare total<5, rare docs<3"
google earth google earth google earth google earth google earth google earth google earth google earth google earth google,1,1,0.00,skip,"rare total<5, rare docs<3"
google map,1,1,0.00,skip,"rare total<5, rare docs<3"
google search result,1,1,0.00,skip,"rare total<5, rare docs<3"
googly eye,1,1,0.00,skip,"rare total<5, rare docs<3"
goya,1,1,0.00,skip,"rare total<5, rare docs<3"
goya chocolate,1,1,0.00,skip,"rare total<5, rare docs<3"
gps,1,1,0.00,skip,"rare total<5, rare docs<3"
gps app,1,1,0.00,skip,"rare total<5, rare docs<3"
gps device,1,1,0.00,skip,"rare total<5, rare docs<3"
grack,1,1,0.00,skip,"rare total<5, rare docs<3"
grack mcgrakleface,1,1,0.00,skip,"rare total<5, rare docs<3"
grade,1,1,0.00,skip,"rare total<5, rare docs<3"
graduation gown,1,1,0.00,skip,"rare total<5, rare docs<3"
graf,1,1,0.00,skip,"rare total<5, rare docs<3"
gramphone,1,1,0.00,skip,"rare total<5, rare docs<3"
gran,1,1,0.00,skip,"rare total<5, rare docs<3"
grand central station,1,1,0.00,skip,"rare total<5, rare docs<3"
grand hotel,1,1,0.00,skip,"rare total<5, rare docs<3"
grand staircase,1,1,0.00,skip,"rare total<5, rare docs<3"
grandaughter,1,1,0.00,skip,"rare total<5, rare docs<3"
grandchild,1,1,0.00,skip,"rare total<5, rare docs<3"
grandfather,1,1,0.00,skip,"rare total<5, rare docs<3"
grandkid,1,1,0.00,skip,"rare total<5, rare docs<3"
granite,1,1,0.00,skip,"rare total<5, rare docs<3"
granite counter,1,1,0.00,skip,"rare total<5, rare docs<3"
grano,1,1,0.00,skip,"rare total<5, rare docs<3"
graph plot,1,1,0.00,skip,"rare total<5, rare docs<3"
grass area,1,1,0.00,skip,"rare total<5, rare docs<3"
grassy hillside,1,1,0.00,skip,"rare total<5, rare docs<3"
gravel bed,1,1,0.00,skip,"rare total<5, rare docs<3"
gravel ground,1,1,0.00,skip,"rare total<5, rare docs<3"
