term,total_count,doc_count,doc_pct,action,reason
queen,1,1,0.00,skip,"rare total<5, rare docs<3"
quilt,1,1,0.00,skip,"rare total<5, rare docs<3"
quincy high school,1,1,0.00,skip,"rare total<5, rare docs<3"
quincy mass,1,1,0.00,skip,"rare total<5, rare docs<3"
r0a6994jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
racecourse,1,1,0.00,skip,"rare total<5, rare docs<3"
racing,1,1,0.00,skip,"rare total<5, rare docs<3"
racket,1,1,0.00,skip,"rare total<5, rare docs<3"
rad,1,1,0.00,skip,"rare total<5, rare docs<3"
rada,1,1,0.00,skip,"rare total<5, rare docs<3"
radio radio radio radio radio radio radio radio radio radio radio radio radio radio radio radio radio radio radio radio radio,1,1,0.00,skip,"rare total<5, rare docs<3"
radio receiver,1,1,0.00,skip,"rare total<5, rare docs<3"
radiograph,1,1,0.00,skip,"rare total<5, rare docs<3"
rain boot,1,1,0.00,skip,"rare total<5, rare docs<3"
rainbow eye,1,1,0.00,skip,"rare total<5, rare docs<3"
rainbow flag,1,1,0.00,skip,"rare total<5, rare docs<3"
rainbow vest,1,1,0.00,skip,"rare total<5, rare docs<3"
raincoat,1,1,0.00,skip,"rare total<5, rare docs<3"
rainforest,1,1,0.00,skip,"rare total<5, rare docs<3"
rake,1,1,0.00,skip,"rare total<5, rare docs<3"
ram card,1,1,0.00,skip,"rare total<5, rare docs<3"
rancho rancho,1,1,0.00,skip,"rare total<5, rare docs<3"
raspberry,1,1,0.00,skip,"rare total<5, rare docs<3"
raspberry pi,1,1,0.00,skip,"rare total<5, rare docs<3"
rat,1,1,0.00,skip,"rare total<5, rare docs<3"
ravi,1,1,0.00,skip,"rare total<5, rare docs<3"
ray scan,1,1,0.00,skip,"rare total<5, rare docs<3"
reagan sdi,1,1,0.00,skip,"rare total<5, rare docs<3"
real david,1,1,0.00,skip,"rare total<5, rare docs<3"
reality,1,1,0.00,skip,"rare total<5, rare docs<3"
receiver,1,1,0.00,skip,"rare total<5, rare docs<3"
recent hovercraft bruise,1,1,0.00,skip,"rare total<5, rare docs<3"
recipe,1,1,0.00,skip,"rare total<5, rare docs<3"
recipe book,1,1,0.00,skip,"rare total<5, rare docs<3"
record player,1,1,0.00,skip,"rare total<5, rare docs<3"
recovery,1,1,0.00,skip,"rare total<5, rare docs<3"
refishe,1,1,0.00,skip,"rare total<5, rare docs<3"
reform,1,1,0.00,skip,"rare total<5, rare docs<3"
refrigerator door,1,1,0.00,skip,"rare total<5, rare docs<3"
rendering,1,1,0.00,skip,"rare total<5, rare docs<3"
replacement,1,1,0.00,skip,"rare total<5, rare docs<3"
repost,1,1,0.00,skip,"rare total<5, rare docs<3"
republican,1,1,0.00,skip,"rare total<5, rare docs<3"
residence residence residence residence residence residence residence residence residence residence residence residence residence residence residence residence residence residence residence residence residence,1,1,0.00,skip,"rare total<5, rare docs<3"
resource,1,1,0.00,skip,"rare total<5, rare docs<3"
restaurant counter,1,1,0.00,skip,"rare total<5, rare docs<3"
restaurant menu,1,1,0.00,skip,"rare total<5, rare docs<3"
restaurant restaurant,1,1,0.00,skip,"rare total<5, rare docs<3"
restaurant sign,1,1,0.00,skip,"rare total<5, rare docs<3"
restaurant table,1,1,0.00,skip,"rare total<5, rare docs<3"
restroom,1,1,0.00,skip,"rare total<5, rare docs<3"
ret,1,1,0.00,skip,"rare total<5, rare docs<3"
retail outdoor dining,1,1,0.00,skip,"rare total<5, rare docs<3"
return,1,1,0.00,skip,"rare total<5, rare docs<3"
reunion,1,1,0.00,skip,"rare total<5, rare docs<3"
review,1,1,0.00,skip,"rare total<5, rare docs<3"
revolution,1,1,0.00,skip,"rare total<5, rare docs<3"
reykjavik,1,1,0.00,skip,"rare total<5, rare docs<3"
rhythm,1,1,0.00,skip,"rare total<5, rare docs<3"
riding cape,1,1,0.00,skip,"rare total<5, rare docs<3"
ringowgyjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
rio,1,1,0.00,skip,"rare total<5, rare docs<3"
rioja,1,1,0.00,skip,"rare total<5, rare docs<3"
riso riso,1,1,0.00,skip,"rare total<5, rare docs<3"
river power line,1,1,0.00,skip,"rare total<5, rare docs<3"
roasted fresh ground,1,1,0.00,skip,"rare total<5, rare docs<3"
roasting turkey,1,1,0.00,skip,"rare total<5, rare docs<3"
rock garden,1,1,0.00,skip,"rare total<5, rare docs<3"
rock pile,1,1,0.00,skip,"rare total<5, rare docs<3"
rocket base,1,1,0.00,skip,"rare total<5, rare docs<3"
rocky,1,1,0.00,skip,"rare total<5, rare docs<3"
rocky coastline,1,1,0.00,skip,"rare total<5, rare docs<3"
rocky hill,1,1,0.00,skip,"rare total<5, rare docs<3"
rocky path,1,1,0.00,skip,"rare total<5, rare docs<3"
rolling hill,1,1,0.00,skip,"rare total<5, rare docs<3"
rolling sea,1,1,0.00,skip,"rare total<5, rare docs<3"
ronald,1,1,0.00,skip,"rare total<5, rare docs<3"
rooster,1,1,0.00,skip,"rare total<5, rare docs<3"
root,1,1,0.00,skip,"rare total<5, rare docs<3"
round,1,1,0.00,skip,"rare total<5, rare docs<3"
route box,1,1,0.00,skip,"rare total<5, rare docs<3"
royal albert concert,1,1,0.00,skip,"rare total<5, rare docs<3"
royal albert concert hall,1,1,0.00,skip,"rare total<5, rare docs<3"
royal albert theatre,1,1,0.00,skip,"rare total<5, rare docs<3"
royal theatre,1,1,0.00,skip,"rare total<5, rare docs<3"
rub,1,1,0.00,skip,"rare total<5, rare docs<3"
rubber tube,1,1,0.00,skip,"rare total<5, rare docs<3"
rubble,1,1,0.00,skip,"rare total<5, rare docs<3"
ruin,1,1,0.00,skip,"rare total<5, rare docs<3"
run,1,1,0.00,skip,"rare total<5, rare docs<3"
rural area,1,1,0.00,skip,"rare total<5, rare docs<3"
russian state,1,1,0.00,skip,"rare total<5, rare docs<3"
russian tsar,1,1,0.00,skip,"rare total<5, rare docs<3"
rust,1,1,0.00,skip,"rare total<5, rare docs<3"
rusted tractor,1,1,0.00,skip,"rare total<5, rare docs<3"
rusty building,1,1,0.00,skip,"rare total<5, rare docs<3"
rusty metal box,1,1,0.00,skip,"rare total<5, rare docs<3"
rusty tractor,1,1,0.00,skip,"rare total<5, rare docs<3"
rv trailer area,1,1,0.00,skip,"rare total<5, rare docs<3"
s chest,1,1,0.00,skip,"rare total<5, rare docs<3"
s tooth,1,1,0.00,skip,"rare total<5, rare docs<3"
s60,1,1,0.00,skip,"rare total<5, rare docs<3"
sa air,1,1,0.00,skip,"rare total<5, rare docs<3"
sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa,1,1,0.00,skip,"rare total<5, rare docs<3"
sa sae,1,1,0.00,skip,"rare total<5, rare docs<3"
safety,1,1,0.00,skip,"rare total<5, rare docs<3"
sailer sailing,1,1,0.00,skip,"rare total<5, rare docs<3"
sailor delight,1,1,0.00,skip,"rare total<5, rare docs<3"
sailor sailor sailor sailor sailor sailor sailor sailor sailor sailor sailor sailor sailor sailor sailor sailor sailor sailor sailor sailor sailor,1,1,0.00,skip,"rare total<5, rare docs<3"
saint lucia,1,1,0.00,skip,"rare total<5, rare docs<3"
saint nichola,1,1,0.00,skip,"rare total<5, rare docs<3"
saint petersburg,1,1,0.00,skip,"rare total<5, rare docs<3"
salt,1,1,0.00,skip,"rare total<5, rare docs<3"
sam berman,1,1,0.00,skip,"rare total<5, rare docs<3"
samui,1,1,0.00,skip,"rare total<5, rare docs<3"
san diego,1,1,0.00,skip,"rare total<5, rare docs<3"
san francisco bay,1,1,0.00,skip,"rare total<5, rare docs<3"
sanctuary,1,1,0.00,skip,"rare total<5, rare docs<3"
sand tray,1,1,0.00,skip,"rare total<5, rare docs<3"
sand water table,1,1,0.00,skip,"rare total<5, rare docs<3"
sandwich cut,1,1,0.00,skip,"rare total<5, rare docs<3"
sandwich sandwich,1,1,0.00,skip,"rare total<5, rare docs<3"
sandy area,1,1,0.00,skip,"rare total<5, rare docs<3"
sandy ground,1,1,0.00,skip,"rare total<5, rare docs<3"
santa claus costume,1,1,0.00,skip,"rare total<5, rare docs<3"
santa claus figure,1,1,0.00,skip,"rare total<5, rare docs<3"
santa cruz island,1,1,0.00,skip,"rare total<5, rare docs<3"
santa sur region,1,1,0.00,skip,"rare total<5, rare docs<3"
saoci,1,1,0.00,skip,"rare total<5, rare docs<3"
saoci church,1,1,0.00,skip,"rare total<5, rare docs<3"
saocy church,1,1,0.00,skip,"rare total<5, rare docs<3"
saocy sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa sa,1,1,0.00,skip,"rare total<5, rare docs<3"
sash sash sash sash sash sash sash sash sash sash sash sash sash sash sash sash sash sash,1,1,0.00,skip,"rare total<5, rare docs<3"
saturday,1,1,0.00,skip,"rare total<5, rare docs<3"
sausage al ferro,1,1,0.00,skip,"rare total<5, rare docs<3"
sauvignon,1,1,0.00,skip,"rare total<5, rare docs<3"
saw,1,1,0.00,skip,"rare total<5, rare docs<3"
sc scoote,1,1,0.00,skip,"rare total<5, rare docs<3"
schedule,1,1,0.00,skip,"rare total<5, rare docs<3"
school rock musical performance,1,1,0.00,skip,"rare total<5, rare docs<3"
science,1,1,0.00,skip,"rare total<5, rare docs<3"
scientist,1,1,0.00,skip,"rare total<5, rare docs<3"
scoot scoot scoot scoot scoot scoot scoot scoot scoot scoot scoot,1,1,0.00,skip,"rare total<5, rare docs<3"
score app,1,1,0.00,skip,"rare total<5, rare docs<3"
scott,1,1,0.00,skip,"rare total<5, rare docs<3"
scott crenshaw,1,1,0.00,skip,"rare total<5, rare docs<3"
scr scr scr scr scr scr scr scr scr scr scr scr scr sc,1,1,0.00,skip,"rare total<5, rare docs<3"
scream scream scream scream scream scream scream scream scream scream scream scream scream scream scream scream scream scream scream scream scream scream scream scream scream scream,1,1,0.00,skip,"rare total<5, rare docs<3"
screw,1,1,0.00,skip,"rare total<5, rare docs<3"
scuba diver,1,1,0.00,skip,"rare total<5, rare docs<3"
scuba gear,1,1,0.00,skip,"rare total<5, rare docs<3"
sd card,1,1,0.00,skip,"rare total<5, rare docs<3"
sdi,1,1,0.00,skip,"rare total<5, rare docs<3"
sea life,1,1,0.00,skip,"rare total<5, rare docs<3"
sea lion today guy,1,1,0.00,skip,"rare total<5, rare docs<3"
sea turtle swimming,1,1,0.00,skip,"rare total<5, rare docs<3"
sea world,1,1,0.00,skip,"rare total<5, rare docs<3"
seafood festival,1,1,0.00,skip,"rare total<5, rare docs<3"
seagul swimming,1,1,0.00,skip,"rare total<5, rare docs<3"
search,1,1,0.00,skip,"rare total<5, rare docs<3"
season,1,1,0.00,skip,"rare total<5, rare docs<3"
seasoning,1,1,0.00,skip,"rare total<5, rare docs<3"
seating,1,1,0.00,skip,"rare total<5, rare docs<3"
security camera,1,1,0.00,skip,"rare total<5, rare docs<3"
seine,1,1,0.00,skip,"rare total<5, rare docs<3"
self self self self self self self self self self self self self self self self self self self self self self self self self self self,1,1,0.00,skip,"rare total<5, rare docs<3"
self self self self self self self self self self self self self self self self self self self self self self self self self self self self self,1,1,0.00,skip,"rare total<5, rare docs<3"
self self self self self self self self self self self self self self self self self self self self self self self self self self self self self self,1,1,0.00,skip,"rare total<5, rare docs<3"
self self self self self self self self self self self self self self self self self self self self self self self self self self self self self self self,1,1,0.00,skip,"rare total<5, rare docs<3"
self self self self self self self self self self self self self self self self self self self self self self self self self self self self self self self self self self,1,1,0.00,skip,"rare total<5, rare docs<3"
september attack,1,1,0.00,skip,"rare total<5, rare docs<3"
service worker,1,1,0.00,skip,"rare total<5, rare docs<3"
seychelle,1,1,0.00,skip,"rare total<5, rare docs<3"
seychelle island,1,1,0.00,skip,"rare total<5, rare docs<3"
sha,1,1,0.00,skip,"rare total<5, rare docs<3"
shard,1,1,0.00,skip,"rare total<5, rare docs<3"
shark face,1,1,0.00,skip,"rare total<5, rare docs<3"
shark swimming,1,1,0.00,skip,"rare total<5, rare docs<3"
sheikh sheikh sheikh mosque,1,1,0.00,skip,"rare total<5, rare docs<3"
shirt pant,1,1,0.00,skip,"rare total<5, rare docs<3"
shirt plaid pant,1,1,0.00,skip,"rare total<5, rare docs<3"
shirt shoe,1,1,0.00,skip,"rare total<5, rare docs<3"
shooting,1,1,0.00,skip,"rare total<5, rare docs<3"
shooting star,1,1,0.00,skip,"rare total<5, rare docs<3"
shop window,1,1,0.00,skip,"rare total<5, rare docs<3"
shopping mall,1,1,0.00,skip,"rare total<5, rare docs<3"
short hair,1,1,0.00,skip,"rare total<5, rare docs<3"
shortage,1,1,0.00,skip,"rare total<5, rare docs<3"
shower arm,1,1,0.00,skip,"rare total<5, rare docs<3"
shower faucet,1,1,0.00,skip,"rare total<5, rare docs<3"
shower handle,1,1,0.00,skip,"rare total<5, rare docs<3"
shrub,1,1,0.00,skip,"rare total<5, rare docs<3"
sidewalk umbrella,1,1,0.00,skip,"rare total<5, rare docs<3"
sight,1,1,0.00,skip,"rare total<5, rare docs<3"
silver blender,1,1,0.00,skip,"rare total<5, rare docs<3"
silver bmw convertible,1,1,0.00,skip,"rare total<5, rare docs<3"
silver circle,1,1,0.00,skip,"rare total<5, rare docs<3"
silver clock,1,1,0.00,skip,"rare total<5, rare docs<3"
silver coffee pot,1,1,0.00,skip,"rare total<5, rare docs<3"
silver coin,1,1,0.00,skip,"rare total<5, rare docs<3"
silver costume,1,1,0.00,skip,"rare total<5, rare docs<3"
silver earring,1,1,0.00,skip,"rare total<5, rare docs<3"
silver metal basket,1,1,0.00,skip,"rare total<5, rare docs<3"
silver metal canister,1,1,0.00,skip,"rare total<5, rare docs<3"
silver object,1,1,0.00,skip,"rare total<5, rare docs<3"
silver plaque,1,1,0.00,skip,"rare total<5, rare docs<3"
silver radio,1,1,0.00,skip,"rare total<5, rare docs<3"
silver ring,1,1,0.00,skip,"rare total<5, rare docs<3"
silver silver canister,1,1,0.00,skip,"rare total<5, rare docs<3"
silver spoon,1,1,0.00,skip,"rare total<5, rare docs<3"
silver sport car,1,1,0.00,skip,"rare total<5, rare docs<3"
silver tin hat,1,1,0.00,skip,"rare total<5, rare docs<3"
silver trash bin,1,1,0.00,skip,"rare total<5, rare docs<3"
silver vehicle,1,1,0.00,skip,"rare total<5, rare docs<3"
silverware,1,1,0.00,skip,"rare total<5, rare docs<3"
simpson,1,1,0.00,skip,"rare total<5, rare docs<3"
sing,1,1,0.00,skip,"rare total<5, rare docs<3"
singing,1,1,0.00,skip,"rare total<5, rare docs<3"
sister,1,1,0.00,skip,"rare total<5, rare docs<3"
skate shoe,1,1,0.00,skip,"rare total<5, rare docs<3"
skateboarding,1,1,0.00,skip,"rare total<5, rare docs<3"
sked stick,1,1,0.00,skip,"rare total<5, rare docs<3"
skeleton costume,1,1,0.00,skip,"rare total<5, rare docs<3"
skeleton statue,1,1,0.00,skip,"rare total<5, rare docs<3"
sketch,1,1,0.00,skip,"rare total<5, rare docs<3"
ski equipment,1,1,0.00,skip,"rare total<5, rare docs<3"
ski gear,1,1,0.00,skip,"rare total<5, rare docs<3"
ski goggle,1,1,0.00,skip,"rare total<5, rare docs<3"
ski lift,1,1,0.00,skip,"rare total<5, rare docs<3"
ski slope,1,1,0.00,skip,"rare total<5, rare docs<3"
ski suit,1,1,0.00,skip,"rare total<5, rare docs<3"
skier,1,1,0.00,skip,"rare total<5, rare docs<3"
skill skill skill skill skill skill skill skill skill skill skill skill skill skill skill skill skill skill skill skill,1,1,0.00,skip,"rare total<5, rare docs<3"
skingirl,1,1,0.00,skip,"rare total<5, rare docs<3"
sky electric,1,1,0.00,skip,"rare total<5, rare docs<3"
skylight,1,1,0.00,skip,"rare total<5, rare docs<3"
sla,1,1,0.00,skip,"rare total<5, rare docs<3"
slate,1,1,0.00,skip,"rare total<5, rare docs<3"
slava,1,1,0.00,skip,"rare total<5, rare docs<3"
slava ukraine,1,1,0.00,skip,"rare total<5, rare docs<3"
slide slide,1,1,0.00,skip,"rare total<5, rare docs<3"
sling,1,1,0.00,skip,"rare total<5, rare docs<3"
smartphone screen,1,1,0.00,skip,"rare total<5, rare docs<3"
smithsonian building,1,1,0.00,skip,"rare total<5, rare docs<3"
smoke bomb,1,1,0.00,skip,"rare total<5, rare docs<3"
smooth smooth drink,1,1,0.00,skip,"rare total<5, rare docs<3"
snoop,1,1,0.00,skip,"rare total<5, rare docs<3"
snoop s story,1,1,0.00,skip,"rare total<5, rare docs<3"
snoopy dog statue,1,1,0.00,skip,"rare total<5, rare docs<3"
snoopy sign,1,1,0.00,skip,"rare total<5, rare docs<3"
snor,1,1,0.00,skip,"rare total<5, rare docs<3"
snorkel,1,1,0.00,skip,"rare total<5, rare docs<3"
snow blower,1,1,0.00,skip,"rare total<5, rare docs<3"
snow driveway,1,1,0.00,skip,"rare total<5, rare docs<3"
snow forest,1,1,0.00,skip,"rare total<5, rare docs<3"
snow globe,1,1,0.00,skip,"rare total<5, rare docs<3"
snow mountain,1,1,0.00,skip,"rare total<5, rare docs<3"
snow path,1,1,0.00,skip,"rare total<5, rare docs<3"
snow peak,1,1,0.00,skip,"rare total<5, rare docs<3"
snow ple,1,1,0.00,skip,"rare total<5, rare docs<3"
snow plow,1,1,0.00,skip,"rare total<5, rare docs<3"
snow roof,1,1,0.00,skip,"rare total<5, rare docs<3"
snow shovel,1,1,0.00,skip,"rare total<5, rare docs<3"
snow slope,1,1,0.00,skip,"rare total<5, rare docs<3"
snow street,1,1,0.00,skip,"rare total<5, rare docs<3"
snow window pane,1,1,0.00,skip,"rare total<5, rare docs<3"
snow windshield,1,1,0.00,skip,"rare total<5, rare docs<3"
snowmobile,1,1,0.00,skip,"rare total<5, rare docs<3"
snowsuckssometime,1,1,0.00,skip,"rare total<5, rare docs<3"
snowy day,1,1,0.00,skip,"rare total<5, rare docs<3"
snowy field,1,1,0.00,skip,"rare total<5, rare docs<3"
snowy path,1,1,0.00,skip,"rare total<5, rare docs<3"
snowy road,1,1,0.00,skip,"rare total<5, rare docs<3"
snowy street,1,1,0.00,skip,"rare total<5, rare docs<3"
snowy yard,1,1,0.00,skip,"rare total<5, rare docs<3"
soipyzndjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
sol,1,1,0.00,skip,"rare total<5, rare docs<3"
solar panel,1,1,0.00,skip,"rare total<5, rare docs<3"
soldier,1,1,0.00,skip,"rare total<5, rare docs<3"
sole,1,1,0.00,skip,"rare total<5, rare docs<3"
solemn gesture,1,1,0.00,skip,"rare total<5, rare docs<3"
solidarity,1,1,0.00,skip,"rare total<5, rare docs<3"
solidarity movement,1,1,0.00,skip,"rare total<5, rare docs<3"
sombrel,1,1,0.00,skip,"rare total<5, rare docs<3"
song,1,1,0.00,skip,"rare total<5, rare docs<3"
sony,1,1,0.00,skip,"rare total<5, rare docs<3"
sony nx sery camera,1,1,0.00,skip,"rare total<5, rare docs<3"
south window summer,1,1,0.00,skip,"rare total<5, rare docs<3"
southern france,1,1,0.00,skip,"rare total<5, rare docs<3"
souvlaki,1,1,0.00,skip,"rare total<5, rare docs<3"
space laser,1,1,0.00,skip,"rare total<5, rare docs<3"
space shuttle museum,1,1,0.00,skip,"rare total<5, rare docs<3"
space time,1,1,0.00,skip,"rare total<5, rare docs<3"
spacecraft,1,1,0.00,skip,"rare total<5, rare docs<3"
spear,1,1,0.00,skip,"rare total<5, rare docs<3"
speech,1,1,0.00,skip,"rare total<5, rare docs<3"
speed,1,1,0.00,skip,"rare total<5, rare docs<3"
spezia,1,1,0.00,skip,"rare total<5, rare docs<3"
spicy,1,1,0.00,skip,"rare total<5, rare docs<3"
spider shirt,1,1,0.00,skip,"rare total<5, rare docs<3"
spider t shirt,1,1,0.00,skip,"rare total<5, rare docs<3"
spike,1,1,0.00,skip,"rare total<5, rare docs<3"
spinal block,1,1,0.00,skip,"rare total<5, rare docs<3"
spiral galaxy,1,1,0.00,skip,"rare total<5, rare docs<3"
spiral staircase,1,1,0.00,skip,"rare total<5, rare docs<3"
splash,1,1,0.00,skip,"rare total<5, rare docs<3"
split,1,1,0.00,skip,"rare total<5, rare docs<3"
sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge,1,1,0.00,skip,"rare total<5, rare docs<3"
springtime,1,1,0.00,skip,"rare total<5, rare docs<3"
sprinng,1,1,0.00,skip,"rare total<5, rare docs<3"
sprinng sprinng,1,1,0.00,skip,"rare total<5, rare docs<3"
spw4behnjpg,1,1,0.00,skip,"rare total<5, rare docs<3"
sqig1nn4jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
square bowl,1,1,0.00,skip,"rare total<5, rare docs<3"
square glass container,1,1,0.00,skip,"rare total<5, rare docs<3"
st croix,1,1,0.00,skip,"rare total<5, rare docs<3"
st isaac cathedral,1,1,0.00,skip,"rare total<5, rare docs<3"
st nichola cathedral,1,1,0.00,skip,"rare total<5, rare docs<3"
staff shortage,1,1,0.00,skip,"rare total<5, rare docs<3"
stainless steel hood,1,1,0.00,skip,"rare total<5, rare docs<3"
stairway,1,1,0.00,skip,"rare total<5, rare docs<3"
star war mask,1,1,0.00,skip,"rare total<5, rare docs<3"
star war sword,1,1,0.00,skip,"rare total<5, rare docs<3"
starbuck logo,1,1,0.00,skip,"rare total<5, rare docs<3"
starfish,1,1,0.00,skip,"rare total<5, rare docs<3"
starlink falcon,1,1,0.00,skip,"rare total<5, rare docs<3"
starr,1,1,0.00,skip,"rare total<5, rare docs<3"
start,1,1,0.00,skip,"rare total<5, rare docs<3"
state house,1,1,0.00,skip,"rare total<5, rare docs<3"
steel,1,1,0.00,skip,"rare total<5, rare docs<3"
steep mountain,1,1,0.00,skip,"rare total<5, rare docs<3"
stefoo,1,1,0.00,skip,"rare total<5, rare docs<3"
stephen,1,1,0.00,skip,"rare total<5, rare docs<3"
stephen still,1,1,0.00,skip,"rare total<5, rare docs<3"
stew,1,1,0.00,skip,"rare total<5, rare docs<3"
still,1,1,0.00,skip,"rare total<5, rare docs<3"
stinky,1,1,0.00,skip,"rare total<5, rare docs<3"
stinky mcstinkyface,1,1,0.00,skip,"rare total<5, rare docs<3"
stock option,1,1,0.00,skip,"rare total<5, rare docs<3"
stockholm skyline,1,1,0.00,skip,"rare total<5, rare docs<3"
stomach,1,1,0.00,skip,"rare total<5, rare docs<3"
stone block,1,1,0.00,skip,"rare total<5, rare docs<3"
stone driveway,1,1,0.00,skip,"rare total<5, rare docs<3"
stone facade,1,1,0.00,skip,"rare total<5, rare docs<3"
stone monument,1,1,0.00,skip,"rare total<5, rare docs<3"
stone platform,1,1,0.00,skip,"rare total<5, rare docs<3"
stone stairway,1,1,0.00,skip,"rare total<5, rare docs<3"
stone statue,1,1,0.00,skip,"rare total<5, rare docs<3"
stone street,1,1,0.00,skip,"rare total<5, rare docs<3"
storage,1,1,0.00,skip,"rare total<5, rare docs<3"
store aisle,1,1,0.00,skip,"rare total<5, rare docs<3"
store drawing,1,1,0.00,skip,"rare total<5, rare docs<3"
storm cloud,1,1,0.00,skip,"rare total<5, rare docs<3"
storm trooper,1,1,0.00,skip,"rare total<5, rare docs<3"
strange hotel,1,1,0.00,skip,"rare total<5, rare docs<3"
straw straw,1,1,0.00,skip,"rare total<5, rare docs<3"
straw straw straw,1,1,0.00,skip,"rare total<5, rare docs<3"
street market,1,1,0.00,skip,"rare total<5, rare docs<3"
street pole,1,1,0.00,skip,"rare total<5, rare docs<3"
string,1,1,0.00,skip,"rare total<5, rare docs<3"
strip,1,1,0.00,skip,"rare total<5, rare docs<3"
striped dress,1,1,0.00,skip,"rare total<5, rare docs<3"
striped pant,1,1,0.00,skip,"rare total<5, rare docs<3"
striped rug,1,1,0.00,skip,"rare total<5, rare docs<3"
striped towel,1,1,0.00,skip,"rare total<5, rare docs<3"
stripper,1,1,0.00,skip,"rare total<5, rare docs<3"
stroke,1,1,0.00,skip,"rare total<5, rare docs<3"
stuff,1,1,0.00,skip,"rare total<5, rare docs<3"
style clothing posing,1,1,0.00,skip,"rare total<5, rare docs<3"
su su restaurant,1,1,0.00,skip,"rare total<5, rare docs<3"
su su su su su su su su su su su su su su su su su,1,1,0.00,skip,"rare total<5, rare docs<3"
su te,1,1,0.00,skip,"rare total<5, rare docs<3"
sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub sub,1,1,0.00,skip,"rare total<5, rare docs<3"
suburb,1,1,0.00,skip,"rare total<5, rare docs<3"
subway train,1,1,0.00,skip,"rare total<5, rare docs<3"
sucker,1,1,0.00,skip,"rare total<5, rare docs<3"
suite,1,1,0.00,skip,"rare total<5, rare docs<3"
sukkot,1,1,0.00,skip,"rare total<5, rare docs<3"
summer party flyer template,1,1,0.00,skip,"rare total<5, rare docs<3"
sunday,1,1,0.00,skip,"rare total<5, rare docs<3"
sunlight,1,1,0.00,skip,"rare total<5, rare docs<3"
sunrise beer,1,1,0.00,skip,"rare total<5, rare docs<3"
sunset sky,1,1,0.00,skip,"rare total<5, rare docs<3"
super mike world,1,1,0.00,skip,"rare total<5, rare docs<3"
supercomputer,1,1,0.00,skip,"rare total<5, rare docs<3"
superman cooky,1,1,0.00,skip,"rare total<5, rare docs<3"
superman mask,1,1,0.00,skip,"rare total<5, rare docs<3"
supper,1,1,0.00,skip,"rare total<5, rare docs<3"
sur,1,1,0.00,skip,"rare total<5, rare docs<3"
suresn,1,1,0.00,skip,"rare total<5, rare docs<3"
suresn american cemetery,1,1,0.00,skip,"rare total<5, rare docs<3"
surrounding,1,1,0.00,skip,"rare total<5, rare docs<3"
surya,1,1,0.00,skip,"rare total<5, rare docs<3"
surya namaskara,1,1,0.00,skip,"rare total<5, rare docs<3"
sus,1,1,0.00,skip,"rare total<5, rare docs<3"
svsjfkn1jpg,1,1,0.00,skip,"rare total<5, rare docs<3"
swim suit,1,1,0.00,skip,"rare total<5, rare docs<3"
swimming board,1,1,0.00,skip,"rare total<5, rare docs<3"
swimming chair,1,1,0.00,skip,"rare total<5, rare docs<3"
swimming lesson,1,1,0.00,skip,"rare total<5, rare docs<3"
swollen neck,1,1,0.00,skip,"rare total<5, rare docs<3"
symbol,1,1,0.00,skip,"rare total<5, rare docs<3"
syrup,1,1,0.00,skip,"rare total<5, rare docs<3"
t bee original blueberry cheese ice,1,1,0.00,skip,"rare total<5, rare docs<3"
table drinking coffee,1,1,0.00,skip,"rare total<5, rare docs<3"
taco sandwich,1,1,0.00,skip,"rare total<5, rare docs<3"
taco sauce,1,1,0.00,skip,"rare total<5, rare docs<3"
taco taco taco taco taco taco taco taco taco taco taco taco,1,1,0.00,skip,"rare total<5, rare docs<3"
tacoa,1,1,0.00,skip,"rare total<5, rare docs<3"
tail open,1,1,0.00,skip,"rare total<5, rare docs<3"
talking,1,1,0.00,skip,"rare total<5, rare docs<3"
tall brick building,1,1,0.00,skip,"rare total<5, rare docs<3"
tall brick chimney,1,1,0.00,skip,"rare total<5, rare docs<3"
tall clock tower,1,1,0.00,skip,"rare total<5, rare docs<3"
tall monument,1,1,0.00,skip,"rare total<5, rare docs<3"
tall ship,1,1,0.00,skip,"rare total<5, rare docs<3"
tan cover,1,1,0.00,skip,"rare total<5, rare docs<3"
tan jacket,1,1,0.00,skip,"rare total<5, rare docs<3"
tan shirt,1,1,0.00,skip,"rare total<5, rare docs<3"
tare,1,1,0.00,skip,"rare total<5, rare docs<3"
target,1,1,0.00,skip,"rare total<5, rare docs<3"
tattoo,1,1,0.00,skip,"rare total<5, rare docs<3"
taxi,1,1,0.00,skip,"rare total<5, rare docs<3"
tay,1,1,0.00,skip,"rare total<5, rare docs<3"
